gender,name.title,name.first,name.last,location.street.number,location.street.name,location.city,location.state,location.country,location.postcode,location.coordinates.latitude,location.coordinates.longitude,location.timezone.offset,location.timezone.description,email,dob.date,dob.age,registered.date,registered.age,phone,cell,id.name,id.value,picture.large,picture.medium,picture.thumbnail,nat
male,Mr,Kyle,Curtis,1818,Spring Hill Rd,Newport News,New Jersey,United States,17684,-84.5330,-129.6935,-7:00,Mountain Time (US & Canada),kyle.curtis@example.com,1961-12-19T12:33:39.266Z,60,2018-10-24T17:21:37.018Z,3,(757)-878-6603,(175)-475-5443,SSN,996-27-9975,https://randomuser.me/api/portraits/men/52.jpg,https://randomuser.me/api/portraits/med/men/52.jpg,https://randomuser.me/api/portraits/thumb/men/52.jpg,US
male,Mr,Pat,Cunningham,559,Lakeshore Rd,Bellevue,Pennsylvania,United States,73464,57.2817,149.4237,+3:30,Tehran,pat.cunningham@example.com,1954-09-04T12:48:11.845Z,67,2010-11-14T04:25:28.165Z,11,(630)-698-3390,(382)-113-5974,SSN,614-73-9857,https://randomuser.me/api/portraits/men/61.jpg,https://randomuser.me/api/portraits/med/men/61.jpg,https://randomuser.me/api/portraits/thumb/men/61.jpg,US
female,Mrs,Cindy,Mccoy,2363,Pecan Acres Ln,Athens,Tennessee,United States,79244,60.5368,-131.0217,-7:00,Mountain Time (US & Canada),cindy.mccoy@example.com,1955-10-07T21:22:57.981Z,66,2008-08-05T20:25:40.058Z,13,(981)-703-3149,(223)-774-4747,SSN,105-25-7525,https://randomuser.me/api/portraits/women/21.jpg,https://randomuser.me/api/portraits/med/women/21.jpg,https://randomuser.me/api/portraits/thumb/women/21.jpg,US
female,Ms,Tamara,Holt,7192,Northaven Rd,Waco,Oklahoma,United States,63731,-72.3040,-178.7974,-9:00,Alaska,tamara.holt@example.com,1985-07-05T18:03:14.605Z,36,2004-05-11T11:07:57.851Z,17,(864)-345-6870,(618)-422-0858,SSN,130-34-9314,https://randomuser.me/api/portraits/women/47.jpg,https://randomuser.me/api/portraits/med/women/47.jpg,https://randomuser.me/api/portraits/thumb/women/47.jpg,US
male,Mr,Ramon,Newman,8685,Camden Ave,Roseburg,Pennsylvania,United States,95117,56.2682,-143.8243,-3:30,Newfoundland,ramon.newman@example.com,1985-04-27T16:14:03.722Z,36,2016-04-17T13:21:23.861Z,5,(255)-401-8107,(310)-666-3054,SSN,386-30-6674,https://randomuser.me/api/portraits/men/56.jpg,https://randomuser.me/api/portraits/med/men/56.jpg,https://randomuser.me/api/portraits/thumb/men/56.jpg,US
male,Mr,Roberto,Williamson,1153,Homestead Rd,Aubrey,Colorado,United States,11687,63.1473,-68.6796,-10:00,Hawaii,roberto.williamson@example.com,1962-06-10T05:26:38.274Z,59,2016-10-22T17:37:19.988Z,5,(109)-143-2536,(793)-927-4081,SSN,900-68-5595,https://randomuser.me/api/portraits/men/37.jpg,https://randomuser.me/api/portraits/med/men/37.jpg,https://randomuser.me/api/portraits/thumb/men/37.jpg,US
male,Mr,Chris,Washington,1373,Rolling Green Rd,Elko,Nebraska,United States,54096,-62.6806,-115.2737,-8:00,Pacific Time (US & Canada),chris.washington@example.com,1951-05-10T16:05:02.908Z,70,2015-06-07T13:27:04.988Z,6,(428)-242-4313,(978)-130-0050,SSN,128-52-0055,https://randomuser.me/api/portraits/men/27.jpg,https://randomuser.me/api/portraits/med/men/27.jpg,https://randomuser.me/api/portraits/thumb/men/27.jpg,US
female,Mrs,Mae,Murphy,8817,Elgin St,Red Bluff,Oklahoma,United States,57797,8.5945,160.7442,-9:00,Alaska,mae.murphy@example.com,1965-10-28T04:13:01.893Z,56,2010-11-28T13:25:42.916Z,11,(871)-972-8391,(173)-367-7910,SSN,316-05-2676,https://randomuser.me/api/portraits/women/46.jpg,https://randomuser.me/api/portraits/med/women/46.jpg,https://randomuser.me/api/portraits/thumb/women/46.jpg,US
female,Ms,Rebecca,Reynolds,8728,Blossom Hill Rd,Denver,Indiana,United States,57289,-35.3315,-49.2709,+3:30,Tehran,rebecca.reynolds@example.com,1944-11-02T20:06:20.515Z,77,2016-11-22T06:46:26.345Z,5,(423)-302-8187,(556)-941-8026,SSN,577-35-4249,https://randomuser.me/api/portraits/women/39.jpg,https://randomuser.me/api/portraits/med/women/39.jpg,https://randomuser.me/api/portraits/thumb/women/39.jpg,US
female,Ms,Loretta,Sanders,5584,E North St,Iowa Park,Iowa,United States,33256,51.0942,-170.2127,-3:30,Newfoundland,loretta.sanders@example.com,1989-06-04T02:44:23.021Z,32,2009-05-21T23:41:28.796Z,12,(970)-572-0314,(824)-662-6794,SSN,210-93-3575,https://randomuser.me/api/portraits/women/38.jpg,https://randomuser.me/api/portraits/med/women/38.jpg,https://randomuser.me/api/portraits/thumb/women/38.jpg,US
